"algorithm","initialisation_method","p1","p2","mu1","mu2","sigma1","sigma2","prop_outliers"
"flexmix","random",0.4935,0.5065,0.00301604701086161,3.97883913648931,0.29990803828368,1.0830791068208,0.02
"DCEM","random",0.492609071035803,0.507390928964197,0.00311823233878039,3.9806946576662,0.300389490095153,1.07939066722086,0.02
"RGMMBench","hc",0.49234999050264,0.50765000949736,0.00301348443317767,3.97876628187121,0.29972590627159,1.08267461948219,0.02
"Rmixmod","hc",0.492350177850478,0.507649822149522,0.00301353920355472,3.9787676960005,0.299726375463529,1.08267217905038,0.02
"mixtools","hc",0.498977093038063,0.501022906961937,-0.0305638256940253,4.06479433908565,0.545474887936591,0.704373241779514,0.02
"otrimle","hc",0.500815606183524,0.499184393816476,0.00918405934121284,3.99830188259043,0.285516055243935,0.286476736891974,0.02
"bgmm","hc",0.499495967722916,0.500504032277084,0.00572823050738726,4.00917225314892,0.315963764128819,0.344632586597206,0.02
"mclust","hc",0.49237141795948,0.50762858204052,0.0030200569756727,3.97892772695587,0.299779317262859,1.08239660678089,0.02
"EMCluster","hc",0.498976882703163,0.501023117296837,-0.0305644352451154,4.06479323233575,0.545474174610775,0.704375189925562,0.02
"GMKMcharlie","hc",0.498977095422341,0.501022904577659,-0.0305638167625944,4.0647943551437,0.545475812776185,0.704373929687675,0.02
"flexmix","hc",0.4935,0.5065,0.00301885498079877,3.9789061294092,0.299930145385899,1.08296386712843,0.02
"DCEM","hc",0.498314980809505,0.501685019190495,-0.0232423723671166,4.05211711410487,0.492140210645351,0.795194982968417,0.02
"RGMMBench","rebmix",0.492350040997458,0.507649959002542,0.00301349919002304,3.97876666301845,0.299726032735689,1.08267396170749,0.02
"Rmixmod","rebmix",0.492350402773383,0.507649597226617,0.00301360502544701,3.97876939368872,0.299726938691814,1.08266924940066,0.02
"mixtools","rebmix",0.492350224719857,0.507649775280143,0.00301356661853084,3.9787683528568,0.299726521636143,1.08267150157214,0.02
"bgmm","rebmix",0.499495967722916,0.500504032277084,0.00572823050738726,4.00917225314892,0.315963764128819,0.344632586597206,0.02
"mclust","rebmix",0.492359214660805,0.507640785339195,0.00301623768403436,3.9788358534762,0.299748959896321,1.08255466696915,0.02
"EMCluster","rebmix",0.492371963082155,0.507628036917845,0.00302023240636872,3.97893182637536,0.29978067000651,1.08238956337884,0.02
"GMKMcharlie","rebmix",0.492349977116613,0.507650022883387,0.00301347433709289,3.97876618682792,0.29972758979167,1.08267522053234,0.02
"flexmix","rebmix",0.4935,0.5065,0.00301504332029539,3.97881446852659,0.299899881081328,1.08312159799222,0.02
"DCEM","rebmix",0.492540618891099,0.507459381108901,0.00308775327468099,3.98018769795766,0.300206412927969,1.08025204980916,0.02
"RGMMBench","kmeans",0.520524017217805,0.479475982782195,-0.0697510966803346,4.09827797761188,0.862400374264964,0.908019858062638,0.02
"Rmixmod","kmeans",0.520524017217805,0.479475982782196,-0.0697510966803346,4.09827797761187,0.862400374264965,0.908019858062641,0.02
"mixtools","kmeans",0.520524018306106,0.479475981693894,-0.069751155844553,4.09827804814632,0.862400255686172,0.908019698445586,0.02
"bgmm","kmeans",0.521518659742011,0.478481340257989,0.0112567627592066,4.00207861305407,0.316255873051891,0.346124525146706,0.02
"mclust","kmeans",0.520524017120873,0.479475982879127,-0.0697511638445041,4.09827804968336,0.86240022598354,0.908019678182585,0.02
"EMCluster","kmeans",0.520524504727548,0.479475495272452,-0.0697426371723103,4.09827303173568,0.862417751574466,0.908034414875873,0.02
"GMKMcharlie","kmeans",0.520524017224096,0.479475982775904,-0.0697510925486383,4.09827797318116,0.862400963171735,0.90802041976185,0.02
"flexmix","kmeans",0.5205,0.4795,-0.0697489506147225,4.09827516571964,0.862819664502138,0.908500279542302,0.02
"DCEM","kmeans",0.52052387092965,0.47947612907035,-0.0697563338080547,4.09828239142225,0.862389203341307,0.908008183223371,0.02
"RGMMBench","quantiles",0.52052401708429,0.47947598291571,-0.0697510960236141,4.09827797573831,0.862400376086156,0.908019862108842,0.02
"Rmixmod","quantiles",0.520524011470553,0.479475988529447,-0.0697511067191276,4.0982779385499,0.862400367931982,0.908019928698523,0.02
"mixtools","quantiles",0.520524015556801,0.479475984443199,-0.069751099478286,4.09827796159894,0.86240037616813,0.908019883232387,0.02
"bgmm","quantiles",0.521518659742011,0.478481340257989,0.0112567627592066,4.00207861305407,0.316255873051891,0.346124525146705,0.02
"mclust","quantiles",0.520523694086384,0.479476305913616,-0.069751653475915,4.098275773132,0.862400034712146,0.908023850413417,0.02
"EMCluster","quantiles",0.520523806506829,0.479476193493171,-0.0697514091121365,4.09827648510549,0.862400264934396,0.908022598265117,0.02
"GMKMcharlie","quantiles",0.520524017224096,0.479475982775904,-0.0697510925486383,4.09827797318116,0.862400963171735,0.90802041976185,0.02
"flexmix","quantiles",0.5205,0.4795,-0.0697494178943716,4.09827280872957,0.862819539748404,0.908504624545455,0.02
"DCEM","quantiles",0.520505993972135,0.479494006027865,-0.0697777143813855,4.09815020387904,0.86239046870496,0.908255298990996,0.02
"RGMMBench","random",0.492100411583566,0.507899588416434,0.00791521893285519,3.78977203641257,0.282108511664583,1.72103365066742,0.02
"Rmixmod","random",0.492098556769923,0.507901443230077,0.00791486948405676,3.78975856396342,0.282107257110124,1.72104522212839,0.02
"mixtools","random",0.492100619703765,0.507899380296235,0.00791510518258562,3.78976907615018,0.282108563424947,1.72103245398225,0.02
"bgmm","random",0.521518659742011,0.478481340257989,0.0112567627592066,4.00207861305408,0.316255873051891,0.346124525146732,0.02
"mclust","random",0.491890360387011,0.508109639612989,0.00787582055579241,3.78824676744029,0.281966607653129,1.72234274444411,0.02
"EMCluster","random",0.492255189026313,0.507744810973687,0.00794447131474797,3.79089651169608,0.282213281341335,1.72006730466871,0.02
"GMKMcharlie","random",0.492102946761205,0.507897053238795,0.00791573089080366,3.78979041758404,0.282112216743401,1.72101816324414,0.02
"flexmix","random",0.5075,0.4925,0.00787949369476378,3.78807153440994,0.282111662214982,1.72331936332805,0.02
"DCEM","random",0.491293542152526,0.508706457847474,0.00776640240404594,3.7839172806628,0.281566830879959,1.72604864666124,0.02
"RGMMBench","hc",0.492104166915702,0.507895833084299,0.00791592651995308,3.78979931350558,0.282111051757301,1.72101022195677,0.02
"Rmixmod","hc",0.492105899747978,0.507894100252023,0.00791625306033101,3.78981190013958,0.282112223871759,1.72099941089545,0.02
"mixtools","hc",0.492104018502888,0.507895981497112,0.00791604546154495,3.78980253080865,0.282111036903258,1.72101105015525,0.02
"otrimle","hc",0.521924192564116,0.478075807435884,0.0162015420981829,3.99580031781454,0.299391501041049,0.317352570422611,0.02
"bgmm","hc",0.521518659742011,0.478481340257989,0.0112567627592066,4.00207861305408,0.316255873051891,0.346124525146719,0.02
"mclust","hc",0.492300583939585,0.507699416060415,0.00795356123653652,3.79122594245902,0.282244913729698,1.71978447840785,0.02
"EMCluster","hc",0.492322896046242,0.507677103953758,0.00795732567046356,3.79138856444695,0.282259162853858,1.71964411417054,0.02
"GMKMcharlie","hc",0.492103029497547,0.507896970502453,0.00791574648042347,3.78979101854603,0.282112272705209,1.7210176470662,0.02
"flexmix","hc",0.5075,0.4925,0.00795682629119203,3.79104133038423,0.282388880845382,1.72076943760962,0.02
"DCEM","hc",0.493450860054796,0.506549139945204,0.00836820600741347,3.79941310676672,0.283679425689631,1.71286014569849,0.02
"RGMMBench","rebmix",0.492104073265799,0.507895926734201,0.00791590887279659,3.78979863327021,0.282110988411493,1.7210108062287,0.02
"Rmixmod","rebmix",0.4921057166273,0.5078942833727,0.00791621855002449,3.78981057001914,0.282112100003357,1.72100055338309,0.02
"mixtools","rebmix",0.492104250090034,0.507895749909967,0.0079161095709978,3.789804810828,0.282111205423055,1.72100959172311,0.02
"bgmm","rebmix",0.521518659742011,0.478481340257989,0.0112567627592066,4.00207861305407,0.316255873051891,0.346124525146707,0.02
"mclust","rebmix",0.492290499138453,0.507709500861548,0.00795116958813426,3.79115311308761,0.282237203632474,1.71984663856765,0.02
"EMCluster","rebmix",0.492283731266182,0.507716268733818,0.00794988531608868,3.79110392813367,0.28223261842281,1.7198889400967,0.02
"GMKMcharlie","rebmix",0.492102981635752,0.507897018364248,0.00791573746204418,3.78979067089806,0.282112240332095,1.72101794566784,0.02
"flexmix","rebmix",0.5075,0.4925,0.00795454998245777,3.790972776605,0.282381572506769,1.72082791400527,0.02
"DCEM","rebmix",0.492823444991751,0.507176555008249,0.00805350989727054,3.7950290928916,0.28259931718053,1.71650684171061,0.02
"RGMMBench","kmeans",0.484860686975109,0.515139313024891,-0.0719272295270924,4.092556458855,0.831810656563546,0.798777927522847,0.02
"Rmixmod","kmeans",0.484860686975109,0.51513931302489,-0.0719272295270924,4.092556458855,0.831810656563546,0.798777927522842,0.02
"mixtools","kmeans",0.484860697974963,0.515139302025037,-0.0719271586525594,4.09255652895192,0.831810710345606,0.798777867541118,0.02
"bgmm","kmeans",0.485047054801922,0.514952945198078,0.013609055329851,4.01022323083286,0.326453626455869,0.313347035975014,0.02
"mclust","kmeans",0.484860708833917,0.515139291166083,-0.0719271376721097,4.09255654910977,0.831810763881141,0.798777811002626,0.02
"EMCluster","kmeans",0.484860318925896,0.515139681074104,-0.0719275413261531,4.09255377694949,0.831812328848707,0.79878253864275,0.02
"GMKMcharlie","kmeans",0.484860686550804,0.515139313449196,-0.0719272304102314,4.09255645625608,0.831811258110835,0.798778557674334,0.02
"flexmix","kmeans",0.485,0.515,-0.0719266635947076,4.09255583526947,0.83224144567742,0.799167143656068,0.02
"DCEM","kmeans",0.484862370324322,0.515137629675678,-0.0719204120049466,4.0925636505649,0.831818184717948,0.79876841856142,0.02
"RGMMBench","quantiles",0.484860686692953,0.515139313307047,-0.0719272307257518,4.0925564577022,0.831810655141564,0.798777928999174,0.02
"Rmixmod","quantiles",0.484860687454655,0.515139312545345,-0.0719272274340721,4.09255646076175,0.831810659138036,0.798777925132977,0.02
"mixtools","quantiles",0.484860707940141,0.515139292059859,-0.0719270877995173,4.09255658444199,0.831810778728576,0.798777828131351,0.02
"bgmm","quantiles",0.485047054803163,0.514952945196837,0.0136090553346617,4.01022323083796,0.326453626469303,0.313347035958159,0.02
"mclust","quantiles",0.484860744972498,0.515139255027502,-0.0719269720664892,4.09255668538916,0.831810980169221,0.798777647716426,0.02
"EMCluster","quantiles",0.484860749031027,0.515139250968973,-0.0719269483627482,4.09255669588859,0.831811018896527,0.798777640281266,0.02
"GMKMcharlie","quantiles",0.484860686550804,0.515139313449196,-0.0719272304102314,4.09255645625608,0.831811258110835,0.798778557674334,0.02
"flexmix","quantiles",0.485,0.515,-0.0719264958347075,4.09255596836777,0.832241669289962,0.799166986819527,0.02
"DCEM","quantiles",0.484865050846327,0.515134949153673,-0.0719061593846063,4.09257190547692,0.831839905443449,0.798760403963312,0.02
"RGMMBench","random",0.461418038594615,0.538581961405385,0.00981524973215404,3.84125955152907,0.288799911970638,1.55916734419816,0.02
"Rmixmod","random",0.461417094035834,0.538582905964166,0.00981489799079214,3.84125313334379,0.288799210166905,1.55917365088209,0.02
"mixtools","random",0.46141737586822,0.53858262413178,0.00981477261655831,3.84125157142577,0.288799348620788,1.55917188404997,0.02
"bgmm","random",0.485047054780648,0.514952945219352,0.0136090552474002,4.01022323074542,0.326453626225627,0.3133470362639,0.02
"mclust","random",0.461245008918912,0.538754991081088,0.00975075568373068,3.84008423804232,0.288672017642339,1.56032120979542,0.02
"EMCluster","random",0.461595684202954,0.538404315797046,0.0098853430409751,3.84246363638862,0.28894845650017,1.5579856298974,0.02
"GMKMcharlie","random",0.461419196520503,0.538580803479497,0.00981571470253808,3.84126739061702,0.288802679824634,1.55915997661903,0.02
"flexmix","random",0.4735,0.5265,0.0097504783020554,3.83993407225546,0.288828736197213,1.56118321386133,0.02
"DCEM","random",0.460616585465146,0.539383414534854,0.00951593889205476,3.83582212907619,0.288217642569695,1.56448896287053,0.02
"RGMMBench","hc",0.510908155145695,0.489091844854305,0.217670499732662,4.01182809324059,1.63193221202568,0.278999239218475,0.02
"Rmixmod","hc",0.51090650362014,0.48909349637986,0.217658722858399,4.01182758359043,1.63192147040962,0.279000332542984,0.02
"mixtools","hc",0.510907884400968,0.489092115599032,0.217663835447405,4.01182775974095,1.63193033625162,0.278999488485198,0.02
"otrimle","hc",0.484788103277927,0.515211896722072,0.0176399091121561,4.00372138130737,0.301947654215454,0.291329739694173,0.02
"bgmm","hc",0.50074464838274,0.49925535161726,0.111645678064714,4.00917058536033,1.40947384800474,0.285103968740385,0.02
"mclust","hc",0.510789617225856,0.489210382774144,0.216825134324312,4.01179140621194,1.63116089614755,0.27907782775259,0.02
"EMCluster","hc",0.484860742199473,0.515139257800527,-0.0719269821410429,4.0925566724539,0.831810971016915,0.798777665869381,0.02
"GMKMcharlie","hc",0.484860686550804,0.515139313449196,-0.0719272304102314,4.09255645625608,0.831811258110835,0.798778557674334,0.02
"flexmix","hc",0.496,0.504,0.217003132311555,4.01178971283458,1.63210973664578,0.279218785146529,0.02
"DCEM","hc",0.508830888879271,0.491169111120729,0.203007325546656,4.01097217699073,1.61861568798068,0.281080494850888,0.02
"RGMMBench","rebmix",0.510908307067649,0.489091692932351,0.217671583071313,4.01182814012161,1.63193320012598,0.278999138645899,0.02
"Rmixmod","rebmix",0.51090681719256,0.48909318280744,0.217660958917367,4.0118276803592,1.63192350991453,0.279000124952968,0.02
"mixtools","rebmix",0.510907642174316,0.489092357825684,0.217661478950845,4.01182765175927,1.63192874554286,0.278999658140002,0.02
"bgmm","rebmix",0.50069173220691,0.499308267793091,0.111232219759231,4.00914916272645,1.40891802378337,0.28514689323615,0.02
"mclust","rebmix",0.510685933258689,0.489314066741311,0.216085399629917,4.01175931014802,1.63048532018048,0.279146560529731,0.02
"EMCluster","rebmix",0.510683791841637,0.489316208158363,0.216070121886867,4.01175864386091,1.63047136501663,0.279147984450022,0.02
"GMKMcharlie","rebmix",0.510909214624509,0.489090785375491,0.217678103578738,4.01182836917005,1.63193949343621,0.279000509091951,0.02
"flexmix","rebmix",0.496,0.504,0.216255499528777,4.01175735141255,1.63142695779895,0.279288183751459,0.02
"DCEM","rebmix",0.510447101208062,0.489552898791938,0.21438081132906,4.01168490260856,1.62892682793512,0.279305403546562,0.02
"RGMMBench","kmeans",0.495224555045523,0.504775444954477,-0.0889640715937731,4.04545872091948,0.861232236073225,0.672464671145667,0.02
"Rmixmod","kmeans",0.495224550499468,0.504775449500532,-0.0889640930191163,4.04545870470443,0.861232209643337,0.672464691522229,0.02
"mixtools","kmeans",0.495224553304504,0.504775446695496,-0.0889640842383812,4.04545871134065,0.861232225761403,0.67246467886051,0.02
"bgmm","kmeans",0.493909833441217,0.506090166558783,-0.0069397834018475,3.99328048978191,0.337337127281463,0.321161679924861,0.02
"mclust","kmeans",0.495224387204595,0.504775612795405,-0.0889648638019493,4.04545812341726,0.861231256405461,0.672465421187797,0.02
"EMCluster","kmeans",0.495224412922567,0.504775587077433,-0.0889647333783271,4.04545820610749,0.861231436113463,0.672465323571871,0.02
"GMKMcharlie","kmeans",0.495224554439856,0.504775445560144,-0.0889640732627827,4.04545871759612,0.861232816989849,0.672465419675758,0.02
"flexmix","kmeans",0.4955,0.5045,-0.0889642873643088,4.04545739188273,0.861668235976743,0.672799951809858,0.02
"DCEM","kmeans",0.495218530863711,0.504781469136289,-0.0889927570038033,4.04543752171026,0.861196251841337,0.672491107402972,0.02
"RGMMBench","quantiles",0.495224555254644,0.504775444745356,-0.0889640706085012,4.04545872166568,0.861232237288009,0.672464670207742,0.02
"Rmixmod","quantiles",0.495224558013498,0.504775441986502,-0.088964057615228,4.04545873151497,0.861232253297726,0.67246465782448,0.02
"mixtools","quantiles",0.495224599617342,0.504775400382658,-0.088963757903633,4.04545896082606,0.861232495706447,0.672464471122032,0.02
"bgmm","quantiles",0.493909829907771,0.506090170092229,-0.00693979778621291,3.99328047598478,0.337337085507865,0.321161721960851,0.02
"mclust","quantiles",0.495228228606105,0.504771771393895,-0.0889469759343927,4.04547203743175,0.861252878695796,0.672447790095859,0.02
"EMCluster","quantiles",0.495222705750961,0.504777294249039,-0.0889714724655377,4.0454508348955,0.861225789026372,0.672475482116859,0.02
"GMKMcharlie","quantiles",0.495224554439856,0.504775445560144,-0.0889640732627827,4.04545871759612,0.861232816989849,0.672465419675758,0.02
"flexmix","quantiles",0.4955,0.5045,-0.0889463851204223,4.04547130400015,0.861689901385838,0.672782319882587,0.02
"DCEM","quantiles",0.495228228606106,0.504771771393894,-0.0889469759343926,4.04547203743176,0.861252878695796,0.672447790095859,0.02
"RGMMBench","random",0.472646102919936,0.527353897080064,-0.0147313181113059,3.8019131826361,0.30326730181524,1.50488753685278,0.02
"Rmixmod","random",0.472644373306685,0.527355626693315,-0.0147315005080399,3.80190082833517,0.303265461510011,1.50490096047503,0.02
"mixtools","random",0.472645719907614,0.527354280092386,-0.01473143749746,3.80190683889781,0.30326673251751,1.50489072991882,0.02
"bgmm","random",0.493909666371453,0.506090333628547,-0.00694046349458819,3.99327983739569,0.337335152325644,0.321163667688882,0.02
"mclust","random",0.472479512924985,0.527520487075015,-0.0147490661408145,3.80072378957338,0.303090989021589,1.50617844838147,0.02
"EMCluster","random",0.472774459079644,0.527225540920356,-0.0147178961440383,3.80283033142774,0.303404452367073,1.50389012594654,0.02
"GMKMcharlie","random",0.472648546903755,0.527351453096245,-0.0147310805433256,3.8019306577586,0.3032717666091,1.50486881589278,0.02
"flexmix","random",0.4825,0.5175,-0.0147508593988749,3.80056862529278,0.303251611432608,1.50704205785523,0.02
"DCEM","random",0.472043436194898,0.527956563805102,-0.0147971933648801,3.79761535054839,0.302638492597407,1.50953867193324,0.02
"RGMMBench","hc",0.509720306927759,0.490279693072241,0.0762497795570738,3.9959333412558,1.39225358596502,0.289183653661906,0.02
"Rmixmod","hc",0.509719586920379,0.490280413079621,0.0762444545500315,3.99593312109464,1.39224713646936,0.28918461757144,0.02
"mixtools","hc",0.509719598659699,0.490280401340301,0.0762426184360189,3.99593302897136,1.39224707099831,0.289184702450536,0.02
"otrimle","hc",0.493132659648344,0.506867340351656,-0.00341602635753244,3.98842930799918,0.301914484028608,0.286248854035239,0.02
"bgmm","hc",0.493909975004895,0.506090024995105,-0.00693920708200914,3.99328104252943,0.33733880104588,0.32115999595217,0.02
"mclust","hc",0.509602454490414,0.490397545509586,0.0753774538186805,3.99589784979764,1.39119527460223,0.289342726026888,0.02
"EMCluster","hc",0.495224693068488,0.504775306931512,-0.088963415543522,4.04545920777572,0.861233056706954,0.672464063134093,0.02
"GMKMcharlie","hc",0.495224554439856,0.504775445560144,-0.0889640732627827,4.04545871759612,0.861232816989849,0.672465419675758,0.02
"flexmix","hc",0.5045,0.4955,0.0754791962259676,3.9959009996202,1.39199050684178,0.289489804298168,0.02
"DCEM","hc",0.507669876855115,0.492330123144885,0.0606974725581578,3.99564573084046,1.3724472382618,0.29297584988606,0.02
"RGMMBench","rebmix",0.509720030095701,0.4902799699043,0.0762477321778217,3.99593325660243,1.39225110625352,0.2891840242595,0.02
"Rmixmod","rebmix",0.50971900464738,0.49028099535262,0.0762401481558935,3.99593294307848,1.39224192059279,0.289185397158256,0.02
"mixtools","rebmix",0.50971965984394,0.49028034015606,0.0762431573674169,3.99593305197774,1.39224762673778,0.289184616012626,0.02
"bgmm","rebmix",0.49390997479072,0.50609002520928,-0.0069392079539779,3.99328104169319,0.337338798513371,0.321159998499672,0.02
"mclust","rebmix",0.509640632541826,0.490359367458174,0.0756602043438083,3.99590922242175,1.3915387112022,0.289290892835698,0.02
"EMCluster","rebmix",0.509644593481439,0.490355406518561,0.0756895299793317,3.99591040976061,1.39157430749091,0.289285534082643,0.02
"GMKMcharlie","rebmix",0.509720670087474,0.490279329912526,0.0762524554604351,3.99593346263133,1.39225713569352,0.28918506876754,0.02
"flexmix","rebmix",0.5045,0.4955,0.0757600935776653,3.99591227409936,1.39233175043258,0.289438361491444,0.02
"DCEM","rebmix",0.508986344433104,0.491013655566896,0.0707930295802893,3.99573072061398,1.38557399287449,0.290215835417888,0.02
"RGMMBench","kmeans",0.512955465202389,0.487044534797611,-0.0925326124372467,4.09110273486407,0.847767744507943,0.788524300239533,0.02
"Rmixmod","kmeans",0.512955465202389,0.487044534797611,-0.0925326124372468,4.09110273486407,0.847767744507941,0.788524300239535,0.02
"mixtools","kmeans",0.512955466770802,0.487044533229198,-0.0925326043012807,4.09110274665662,0.847767748249799,0.788524287456719,0.02
"bgmm","kmeans",0.512638552829763,0.487361447170237,-0.0113199556572253,4.02250843043041,0.332077713720383,0.335866713686609,0.02
"mclust","kmeans",0.512955468335602,0.487044531664398,-0.0925326011157093,4.09110274985403,0.847767756288626,0.788524278370646,0.02
"EMCluster","kmeans",0.512955324811511,0.487044675188489,-0.0925317465622406,4.09110061698971,0.847771232839682,0.788528405565575,0.02
"GMKMcharlie","kmeans",0.512955465127283,0.487044534872717,-0.0925326117003533,4.09110273344284,0.847768336955694,0.788524937157486,0.02
"flexmix","kmeans",0.513,0.487,-0.0925319211932581,4.09110198410249,0.84818320099755,0.788930911397365,0.02
"DCEM","kmeans",0.512955814890151,0.487044185109849,-0.0925316153437319,4.09110468848798,0.847768275894995,0.788521257607212,0.02
"RGMMBench","quantiles",0.512955464985513,0.487044535014487,-0.092532613362325,4.09110273397544,0.847767743278194,0.788524301432163,0.02
"Rmixmod","quantiles",0.512955445372514,0.487044554627486,-0.0925326942820853,4.0911026507276,0.847767640088938,0.788524415507379,0.02
"mixtools","quantiles",0.512955457658914,0.487044542341086,-0.0925326582960067,4.09110268827386,0.847767704285017,0.788524344402507,0.02
"bgmm","quantiles",0.512638552829742,0.487361447170258,-0.0113199556572308,4.02250843043063,0.332077713720369,0.335866713687652,0.02
"mclust","quantiles",0.512955445372514,0.487044554627486,-0.0925326942820853,4.0911026507276,0.847767640088938,0.788524415507379,0.02
"EMCluster","quantiles",0.512955439100495,0.487044560899505,-0.0925327126931766,4.09110261624252,0.847767628957954,0.788524468945977,0.02
"GMKMcharlie","quantiles",0.512955465127283,0.487044534872717,-0.0925326117003533,4.09110273344284,0.847768336955694,0.788524937157486,0.02
"flexmix","quantiles",0.513,0.487,-0.0925320107802127,4.09110188152807,0.84818309489685,0.788931056240353,0.02
"DCEM","quantiles",0.512953352369455,0.487046647630545,-0.0925406230084411,4.09109302270771,0.847758678722713,0.788538215640141,0.02
"RGMMBench","random",0.487798632313016,0.512201367686984,-0.0129446379904039,3.80982679638608,0.287457136435754,1.62512049383048,0.02
"Rmixmod","random",0.48779671486221,0.51220328513779,-0.0129448962875694,3.80981273169758,0.28745568389923,1.62513404459001,0.02
"mixtools","random",0.487798816045479,0.512201183954521,-0.0129447142709537,3.80982419513045,0.287457189773709,1.62511932462067,0.02
"bgmm","random",0.51263855282998,0.48736144717002,-0.0113199556571672,4.02250843042807,0.332077713720531,0.335866713675621,0.02
"mclust","random",0.487582937352473,0.512417062647527,-0.0129732471895177,3.8082448756511,0.287293675096405,1.62664373809494,0.02
"EMCluster","random",0.488014486076901,0.511985513923099,-0.0129150954606323,3.81141032247824,0.287620591890224,1.62359395153898,0.02
"GMKMcharlie","random",0.487801244540243,0.512198755459757,-0.0129442745636854,3.80984594650606,0.287461042772148,1.62510233432857,0.02
"flexmix","random",0.5015,0.4985,-0.0129718010877726,3.80805936272536,0.287438268490225,1.62759793061743,0.02
"DCEM","random",0.486976178045332,0.513023821954668,-0.0130490793047952,3.80379745794974,0.286833493817491,1.63091647460059,0.02
"RGMMBench","hc",0.532707236647586,0.467292763352414,0.122235150184931,4.02310653494531,1.51066464980525,0.294917458742107,0.02
"Rmixmod","hc",0.53270629216739,0.46729370783261,0.122228579936658,4.02310614058269,1.51065776825911,0.294918237674513,0.02
"mixtools","hc",0.532706863998266,0.467293136001734,0.122230029857384,4.02310619967793,1.51066183327601,0.294917819081183,0.02
"otrimle","hc",0.512520865443214,0.487479134556786,-0.00313398387526876,4.01386458273389,0.289243170371534,0.296658765613446,0.02
"bgmm","hc",0.512638552830523,0.487361447169477,-0.0113199556570214,4.02250843042223,0.332077713720903,0.335866713648184,0.02
"mclust","hc",0.532613935121195,0.467386064878805,0.1215860460354,4.0230675193639,1.5099845447846,0.294994643167831,0.02
"EMCluster","hc",0.512955478415178,0.487044521584822,-0.0925325464510782,4.09110277886317,0.847767847633564,0.788524249440368,0.02
"GMKMcharlie","hc",0.512955465127283,0.487044534872717,-0.0925326117003533,4.09110273344284,0.847768336955694,0.788524937157486,0.02
"flexmix","hc",0.5225,0.4775,0.121726053340617,4.02306886045027,1.51083355263558,0.295151401577764,0.02
"DCEM","hc",0.53224098166167,0.46775901833833,0.118991400834547,4.02290911620954,1.50726195054088,0.295312431054667,0.02
"RGMMBench","rebmix",0.487801945220096,0.512198054779905,-0.0129441915437315,3.8098510969645,0.287459646053773,1.62509708087851,0.02
"Rmixmod","rebmix",0.487803186422574,0.512196813577426,-0.0129440242242299,3.8098602013632,0.287460586290294,1.62508830892965,0.02
"mixtools","rebmix",0.487802413357848,0.512197586642152,-0.0129440305364527,3.80985835532948,0.287460083800949,1.62509364722586,0.02
"bgmm","rebmix",0.512638552829641,0.487361447170359,-0.0113199556572579,4.02250843043172,0.332077713720299,0.33586671369276,0.02
"mclust","rebmix",0.487942202068582,0.512057797931418,-0.0129250922168755,3.81087999224566,0.287565865005057,1.62410539095389,0.02
"EMCluster","rebmix",0.487951086480325,0.512048913519675,-0.0129238692520488,3.81094517256515,0.287572591839629,1.62404254280326,0.02
"GMKMcharlie","rebmix",0.487801166575424,0.512198833424576,-0.0129442850716644,3.80984537462395,0.287460983713183,1.6251028853239,0.02
"flexmix","rebmix",0.5015,0.4985,-0.0129237942189024,3.81069410192181,0.287710158361705,1.62506013517965,0.02
"DCEM","rebmix",0.488343629446903,0.511656370553097,-0.0128682341341357,3.81382574618232,0.287869601663912,1.62126213901549,0.02
"RGMMBench","kmeans",0.514936080664826,0.485063919335174,-0.0749134020034082,4.09469732141852,0.866541337160477,0.969731036192344,0.02
"Rmixmod","kmeans",0.51493608544545,0.48506391455455,-0.0749133981135701,4.09469735838338,0.866541334125845,0.969730969441606,0.02
"mixtools","kmeans",0.514936083621803,0.485063916378197,-0.0749133991858743,4.09469735027106,0.866541333517218,0.969730992649707,0.02
"bgmm","kmeans",0.515949367089412,0.484050632910588,0.00692183070582165,3.98817296258699,0.308766590594874,0.308842106118705,0.02
"mclust","kmeans",0.514936220189749,0.485063779810251,-0.0749133316585152,4.09469844609841,0.866541155292094,0.969728979435969,0.02
"EMCluster","kmeans",0.514936210871394,0.485063789128606,-0.07490566798775,4.0946902303635,0.866557749706786,0.969748388877989,0.02
"GMKMcharlie","kmeans",0.514936079927806,0.485063920072194,-0.0749133994062808,4.09469731232602,0.866541921556354,0.969731570115903,0.02
"flexmix","kmeans",0.515,0.485,-0.0749115481095537,4.09469098702176,0.866967395655989,0.970243792446192,0.02
"DCEM","kmeans",0.514939691467598,0.485060308532402,-0.0749149359019914,4.09472998850536,0.86652938111991,0.969669371633848,0.02
"RGMMBench","quantiles",0.514936079633889,0.485063920366111,-0.0749134030409498,4.09469731365802,0.866541337385637,0.969731050087288,0.02
"Rmixmod","quantiles",0.514936054878422,0.485063945121578,-0.0749134284473329,4.09469712783098,0.866541341728196,0.969731382503043,0.02
"mixtools","quantiles",0.514936071896713,0.485063928103287,-0.0749134128827237,4.09469723849722,0.866541343204905,0.969731159766435,0.02
"bgmm","quantiles",0.515949367089412,0.484050632910588,0.00692183070582165,3.98817296258699,0.308766590594874,0.308842106118705,0.02
"mclust","quantiles",0.514935317242835,0.485064682757165,-0.0749141962531553,4.09469160221164,0.866541447344786,0.969741260748815,0.02
