"algorithm","time","nobservations","prop_outliers"
"Rmixmod",0.004346887,100,0.04
"otrimle",0.390629335,100,0.04
"EMCluster",0.001143814,100,0.04
"bgmm",0.002042268,100,0.04
"flexmix",0.009459219,100,0.04
"DCEM",0.008463113,100,0.04
"GMKMcharlie",0.003226126,100,0.04
"mclust",0.000891161,100,0.04
"RGMMBench",0.005660219,100,0.04
"mixtools",0.001571385,100,0.04
"Rmixmod",0.004262119,100,0.04
"otrimle",0.35501345,100,0.04
"EMCluster",0.001205379,100,0.04
"bgmm",0.002223077,100,0.04
"flexmix",0.009643084,100,0.04
"DCEM",0.007990217,100,0.04
"GMKMcharlie",0.003277633,100,0.04
"mclust",0.001004373,100,0.04
"RGMMBench",0.005572124,100,0.04
"mixtools",0.00154731,100,0.04
"Rmixmod",0.003668265,100,0.04
"otrimle",0.341189689,100,0.04
"EMCluster",0.001199449,100,0.04
"bgmm",0.002200535,100,0.04
"flexmix",0.009025056,100,0.04
"DCEM",0.00798675,100,0.04
"GMKMcharlie",0.003200268,100,0.04
"mclust",0.000997711,100,0.04
"RGMMBench",0.005684957,100,0.04
"mixtools",0.001568149,100,0.04
"Rmixmod",0.003861177,100,0.04
"otrimle",0.383676543,100,0.04
"EMCluster",0.001193467,100,0.04
"bgmm",0.00228875,100,0.04
"flexmix",0.009312925,100,0.04
"DCEM",0.007912791,100,0.04
"GMKMcharlie",0.003192785,100,0.04
"mclust",0.000985989,100,0.04
"RGMMBench",0.005546988,100,0.04
"mixtools",0.001640986,100,0.04
"Rmixmod",0.003660401,100,0.04
"otrimle",0.380915298,100,0.04
"EMCluster",0.00119446,100,0.04
"bgmm",0.002359112,100,0.04
"flexmix",0.009746138,100,0.04
"DCEM",0.007958367,100,0.04
"GMKMcharlie",0.003252938,100,0.04
"mclust",0.000989424,100,0.04
"RGMMBench",0.00584171,100,0.04
"mixtools",0.001585742,100,0.04
"Rmixmod",0.003725283,100,0.04
"otrimle",0.370280885,100,0.04
"EMCluster",0.001001648,100,0.04
"bgmm",0.001892798,100,0.04
"flexmix",0.008666643,100,0.04
"DCEM",0.007696546,100,0.04
"GMKMcharlie",0.002793045,100,0.04
"mclust",0.000828674,100,0.04
"RGMMBench",0.005442171,100,0.04
"mixtools",0.001402378,100,0.04
"Rmixmod",0.002989564,100,0.04
"otrimle",0.357971403,100,0.04
"EMCluster",0.001271273,100,0.04
"bgmm",0.002661359,100,0.04
"flexmix",0.01063791,100,0.04
"DCEM",0.00922462,100,0.04
"GMKMcharlie",0.003481155,100,0.04
"mclust",0.001038787,100,0.04
"RGMMBench",0.006056062,100,0.04
"mixtools",0.001794034,100,0.04
"Rmixmod",0.00491923,100,0.04
"otrimle",0.379204752,100,0.04
"EMCluster",0.001050339,100,0.04
"bgmm",0.001903378,100,0.04
"flexmix",0.008640274,100,0.04
"DCEM",0.00767744,100,0.04
"GMKMcharlie",0.002799668,100,0.04
"mclust",0.000769272,100,0.04
"RGMMBench",0.005468078,100,0.04
"mixtools",0.001341574,100,0.04
"Rmixmod",0.002943618,100,0.04
"otrimle",0.382625353,100,0.04
"EMCluster",0.001150325,100,0.04
"bgmm",0.002218158,100,0.04
"flexmix",0.009011551,100,0.04
"DCEM",0.00785322,100,0.04
"GMKMcharlie",0.003199788,100,0.04
"mclust",0.000986019,100,0.04
"RGMMBench",0.00555386,100,0.04
"mixtools",0.001554964,100,0.04
"Rmixmod",0.003657366,100,0.04
"otrimle",0.378437344,100,0.04
"EMCluster",0.001234315,100,0.04
"bgmm",0.002598541,100,0.04
"flexmix",0.011455411,100,0.04
"DCEM",0.010445859,100,0.04
"GMKMcharlie",0.003377632,100,0.04
"mclust",0.001074454,100,0.04
"RGMMBench",0.006491457,100,0.04
"mixtools",0.001790868,100,0.04
"Rmixmod",0.005060977,100,0.04
"otrimle",0.409783256,100,0.04
"EMCluster",0.001068343,100,0.04
"bgmm",0.002007032,100,0.04
"flexmix",0.008802639,100,0.04
"DCEM",0.007679234,100,0.04
"GMKMcharlie",0.002832509,100,0.04
"mclust",0.000753662,100,0.04
"RGMMBench",0.005506331,100,0.04
"mixtools",0.001469584,100,0.04
"Rmixmod",0.003005173,100,0.04
"otrimle",0.362334852,100,0.04
"EMCluster",0.001022617,100,0.04
"bgmm",0.00208033,100,0.04
"flexmix",0.008707481,100,0.04
"DCEM",0.007643758,100,0.04
"GMKMcharlie",0.002818473,100,0.04
"mclust",0.000820118,100,0.04
"RGMMBench",0.005435909,100,0.04
"mixtools",0.001392651,100,0.04
"Rmixmod",0.003417816,100,0.04
"otrimle",0.377224129,100,0.04
"EMCluster",0.001241878,100,0.04
"bgmm",0.002525103,100,0.04
"flexmix",0.013529148,100,0.04
"DCEM",0.011252802,100,0.04
"GMKMcharlie",0.003433706,100,0.04
"mclust",0.000950532,100,0.04
"RGMMBench",0.007261631,100,0.04
"mixtools",0.001759828,100,0.04
"Rmixmod",0.004987469,100,0.04
"otrimle",0.376830782,100,0.04
"EMCluster",0.000998441,100,0.04
"bgmm",0.001846722,100,0.04
"flexmix",0.008496034,100,0.04
"DCEM",0.007567966,100,0.04
"GMKMcharlie",0.002720069,100,0.04
"mclust",0.000760216,100,0.04
"RGMMBench",0.005413487,100,0.04
"mixtools",0.001343139,100,0.04
"Rmixmod",0.002987329,100,0.04
"otrimle",0.405241653,100,0.04
"EMCluster",0.00101866,100,0.04
"bgmm",0.001891395,100,0.04
"flexmix",0.008662377,100,0.04
"DCEM",0.007783619,100,0.04
"GMKMcharlie",0.002804937,100,0.04
"mclust",0.000793307,100,0.04
"RGMMBench",0.005521389,100,0.04
"mixtools",0.001479212,100,0.04
"Rmixmod",0.003058724,100,0.04
"otrimle",0.374969784,100,0.04
"EMCluster",0.000978064,100,0.04
"bgmm",0.001859086,100,0.04
"flexmix",0.008466419,100,0.04
"DCEM",0.007542306,100,0.04
"GMKMcharlie",0.002833341,100,0.04
"mclust",0.000730669,100,0.04
"RGMMBench",0.005446128,100,0.04
"mixtools",0.001312951,100,0.04
"Rmixmod",0.00291325,100,0.04
"otrimle",0.362425662,100,0.04
"EMCluster",0.000999093,100,0.04
"bgmm",0.001917645,100,0.04
"flexmix",0.008505041,100,0.04
"DCEM",0.007613631,100,0.04
"GMKMcharlie",0.002765755,100,0.04
"mclust",0.000820358,100,0.04
"RGMMBench",0.005472699,100,0.04
"mixtools",0.001352355,100,0.04
"Rmixmod",0.002920625,100,0.04
"otrimle",0.359514485,100,0.04
"EMCluster",0.001228774,100,0.04
"bgmm",0.002699119,100,0.04
"flexmix",0.011430044,100,0.04
"DCEM",0.010192504,100,0.04
"GMKMcharlie",0.003484982,100,0.04
"mclust",0.001060337,100,0.04
"RGMMBench",0.006349391,100,0.04
"mixtools",0.001842614,100,0.04
"Rmixmod",0.004931964,100,0.04
"otrimle",0.358091739,100,0.04
"EMCluster",0.000960971,100,0.04
"bgmm",0.001854517,100,0.04
"flexmix",0.008536922,100,0.04
"DCEM",0.007638969,100,0.04
"GMKMcharlie",0.002767107,100,0.04
"mclust",0.000757881,100,0.04
"RGMMBench",0.005453832,100,0.04
"mixtools",0.001373845,100,0.04
"Rmixmod",0.002954448,100,0.04
"otrimle",0.388211915,100,0.04
"EMCluster",0.001229243,100,0.04
"bgmm",0.002560579,100,0.04
"flexmix",0.011151041,100,0.04
"DCEM",0.009438921,100,0.04
"GMKMcharlie",0.003385084,100,0.04
"mclust",0.001027236,100,0.04
"RGMMBench",0.006470538,100,0.04
"mixtools",0.001742926,100,0.04
"Rmixmod",0.004887411,100,0.04
"otrimle",0.342382746,100,0.04
"EMCluster",0.001198446,100,0.04
"bgmm",0.002295914,100,0.04
"flexmix",0.009276077,100,0.04
"DCEM",0.007898094,100,0.04
"GMKMcharlie",0.003182054,100,0.04
"mclust",0.001002609,100,0.04
"RGMMBench",0.005570972,100,0.04
"mixtools",0.001631388,100,0.04
"Rmixmod",0.003653758,100,0.04
"otrimle",0.353745292,100,0.04
"EMCluster",0.001192134,100,0.04
"bgmm",0.002345326,100,0.04
"flexmix",0.009722254,100,0.04
"DCEM",0.007911609,100,0.04
"GMKMcharlie",0.003210518,100,0.04
"mclust",0.000993893,100,0.04
"RGMMBench",0.005544643,100,0.04
"mixtools",0.001581905,100,0.04
"Rmixmod",0.003618042,100,0.04
"otrimle",0.372522808,100,0.04
"EMCluster",0.000994745,100,0.04
"bgmm",0.001906374,100,0.04
"flexmix",0.008707261,100,0.04
"DCEM",0.007684594,100,0.04
"GMKMcharlie",0.002775803,100,0.04
"mclust",0.00082739,100,0.04
"RGMMBench",0.006003883,100,0.04
"mixtools",0.001432816,100,0.04
"Rmixmod",0.002990034,100,0.04
"otrimle",0.325083852,100,0.04
"EMCluster",0.000971431,100,0.04
"bgmm",0.001844307,100,0.04
"flexmix",0.008414783,100,0.04
"DCEM",0.007568717,100,0.04
"GMKMcharlie",0.002762879,100,0.04
"mclust",0.000750287,100,0.04
"RGMMBench",0.005435789,100,0.04
"mixtools",0.001362043,100,0.04
"Rmixmod",0.00290737,100,0.04
"otrimle",0.318576454,100,0.04
"EMCluster",0.001304164,100,0.04
"bgmm",0.002778648,100,0.04
"flexmix",0.014169388,100,0.04
"DCEM",0.01132691,100,0.04
"GMKMcharlie",0.00350007,100,0.04
"mclust",0.001064696,100,0.04
"RGMMBench",0.006925871,100,0.04
"mixtools",0.00195793,100,0.04
"Rmixmod",0.005124125,100,0.04
"otrimle",0.379180465,100,0.04
"EMCluster",0.0012113,100,0.04
"bgmm",0.002392916,100,0.04
"flexmix",0.009495037,100,0.04
"DCEM",0.008007639,100,0.04
"GMKMcharlie",0.00330212,100,0.04
"mclust",0.000975759,100,0.04
"RGMMBench",0.005576222,100,0.04
"mixtools",0.001642118,100,0.04
"Rmixmod",0.003929135,100,0.04
"otrimle",0.338397516,100,0.04
"EMCluster",0.00120034,100,0.04
"bgmm",0.002371796,100,0.04
"flexmix",0.009551432,100,0.04
"DCEM",0.007904736,100,0.04
"GMKMcharlie",0.003282553,100,0.04
"mclust",0.000997961,100,0.04
"RGMMBench",0.005613302,100,0.04
"mixtools",0.001627601,100,0.04
"Rmixmod",0.003821773,100,0.04
"otrimle",0.369301309,100,0.04
"EMCluster",0.001057462,100,0.04
"bgmm",0.002050533,100,0.04
"flexmix",0.008697742,100,0.04
"DCEM",0.007705722,100,0.04
"GMKMcharlie",0.002769361,100,0.04
"mclust",0.000766357,100,0.04
"RGMMBench",0.005468339,100,0.04
"mixtools",0.001330615,100,0.04
"Rmixmod",0.003080394,100,0.04
"otrimle",0.375884729,100,0.04
"EMCluster",0.001037435,100,0.04
"bgmm",0.001827244,100,0.04
"flexmix",0.008497056,100,0.04
"DCEM",0.007511649,100,0.04
"GMKMcharlie",0.002773108,100,0.04
"mclust",0.000762701,100,0.04
"RGMMBench",0.005389342,100,0.04
"mixtools",0.001323863,100,0.04
"Rmixmod",0.002909533,100,0.04
"otrimle",0.394095652,100,0.04
"EMCluster",0.001040841,100,0.04
"bgmm",0.001874233,100,0.04
"flexmix",0.008580292,100,0.04
"DCEM",0.007630843,100,0.04
"GMKMcharlie",0.002850804,100,0.04
"mclust",0.000834233,100,0.04
"RGMMBench",0.005524606,100,0.04
"mixtools",0.001561588,100,0.04
"Rmixmod",0.003072128,100,0.04
"otrimle",0.369468463,100,0.04
"EMCluster",0.000979627,100,0.04
"bgmm",0.0019151,100,0.04
"flexmix",0.008621549,100,0.04
"DCEM",0.007750396,100,0.04
"GMKMcharlie",0.002899525,100,0.04
"mclust",0.00076779,100,0.04
"RGMMBench",0.005411253,100,0.04
"mixtools",0.001409572,100,0.04
"Rmixmod",0.002972833,100,0.04
"otrimle",0.39836281,100,0.04
"EMCluster",0.001206792,100,0.04
"bgmm",0.002352981,100,0.04
"flexmix",0.009068147,100,0.04
"DCEM",0.00793348,100,0.04
"GMKMcharlie",0.003245794,100,0.04
"mclust",0.001024952,100,0.04
"RGMMBench",0.005610937,100,0.04
"mixtools",0.001674579,100,0.04
"Rmixmod",0.00363798,100,0.04
"otrimle",0.366134724,100,0.04
"EMCluster",0.0010188,100,0.04
"bgmm",0.001836313,100,0.04
"flexmix",0.008438657,100,0.04
"DCEM",0.007548848,100,0.04
"GMKMcharlie",0.002777456,100,0.04
"mclust",0.000792586,100,0.04
"RGMMBench",0.005477027,100,0.04
"mixtools",0.001323842,100,0.04
"Rmixmod",0.00291839,100,0.04
"otrimle",0.383652478,100,0.04
"EMCluster",0.001209617,100,0.04
"bgmm",0.002676417,100,0.04
"flexmix",0.012364835,100,0.04
"DCEM",0.010162056,100,0.04
"GMKMcharlie",0.003410192,100,0.04
"mclust",0.001042655,100,0.04
"RGMMBench",0.006069977,100,0.04
"mixtools",0.001793682,100,0.04
"Rmixmod",0.004947213,100,0.04
"otrimle",0.342221132,100,0.04
"EMCluster",0.00099242,100,0.04
"bgmm",0.001903979,100,0.04
"flexmix",0.008575635,100,0.04
"DCEM",0.007588212,100,0.04
"GMKMcharlie",0.002775582,100,0.04
"mclust",0.001004222,200,0.04
"RGMMBench",0.015595592,200,0.04
"mixtools",0.002079048,200,0.04
"Rmixmod",0.003438114,200,0.04
"otrimle",0.431849334,200,0.04
"EMCluster",0.00169117,200,0.04
"bgmm",0.003215638,200,0.04
"flexmix",0.011462043,200,0.04
"DCEM",0.014696797,200,0.04
"GMKMcharlie",0.003191352,200,0.04
"mclust",0.001004022,200,0.04
"RGMMBench",0.015675732,200,0.04
"mixtools",0.00196339,200,0.04
"Rmixmod",0.004627254,200,0.04
"otrimle",0.402771272,200,0.04
"EMCluster",0.001731326,200,0.04
"bgmm",0.003385776,200,0.04
"flexmix",0.011250137,200,0.04
"DCEM",0.013585174,200,0.04
"GMKMcharlie",0.003198545,200,0.04
"mclust",0.000926747,200,0.04
"RGMMBench",0.015585092,200,0.04
"mixtools",0.002315421,200,0.04
"Rmixmod",0.003491364,200,0.04
"otrimle",0.422540225,200,0.04
"EMCluster",0.001859245,200,0.04
"bgmm",0.004344834,200,0.04
"flexmix",0.023582651,200,0.04
"DCEM",0.021882335,200,0.04
"GMKMcharlie",0.00400129,200,0.04
"mclust",0.001262907,200,0.04
"RGMMBench",0.017735222,200,0.04
"mixtools",0.002645428,200,0.04
"Rmixmod",0.005064403,200,0.04
"otrimle",0.451055193,200,0.04
"EMCluster",0.001810644,200,0.04
"bgmm",0.00354817,200,0.04
"flexmix",0.012396566,200,0.04
"DCEM",0.014525516,200,0.04
"GMKMcharlie",0.006378294,200,0.04
"mclust",0.00116262,200,0.04
"RGMMBench",0.015798762,200,0.04
"mixtools",0.002172061,200,0.04
"Rmixmod",0.003886034,200,0.04
"otrimle",0.39843227,200,0.04
"EMCluster",0.001635958,200,0.04
"bgmm",0.003505481,200,0.04
"flexmix",0.01116083,200,0.04
"DCEM",0.013933225,200,0.04
"GMKMcharlie",0.003276802,200,0.04
"mclust",0.001004914,200,0.04
"RGMMBench",0.015663749,200,0.04
"mixtools",0.002222055,200,0.04
"Rmixmod",0.003819619,200,0.04
"otrimle",0.420307732,200,0.04
"EMCluster",0.001623454,200,0.04
"bgmm",0.00341974,200,0.04
"flexmix",0.011122987,200,0.04
"DCEM",0.013932103,200,0.04
"GMKMcharlie",0.0034085,200,0.04
"mclust",0.001208856,200,0.04
"RGMMBench",0.015785838,200,0.04
"mixtools",0.002414206,200,0.04
"Rmixmod",0.003694115,200,0.04
"otrimle",0.42965462,200,0.04
"EMCluster",0.001652177,200,0.04
"bgmm",0.003418137,200,0.04
"flexmix",0.011136403,200,0.04
"DCEM",0.013693667,200,0.04
"GMKMcharlie",0.003470466,200,0.04
"mclust",0.001047744,200,0.04
"RGMMBench",0.015784185,200,0.04
"mixtools",0.002252883,200,0.04
"Rmixmod",0.003626999,200,0.04
"otrimle",0.435131777,200,0.04
"EMCluster",0.001703042,200,0.04
"bgmm",0.00335049,200,0.04
"flexmix",0.011520424,200,0.04
"DCEM",0.014014708,200,0.04
"GMKMcharlie",0.003506122,200,0.04
"mclust",0.001065808,200,0.04
"RGMMBench",0.015549416,200,0.04
"mixtools",0.002126776,200,0.04
"Rmixmod",0.003514868,200,0.04
"otrimle",0.424811222,200,0.04
"EMCluster",0.001758356,200,0.04
"bgmm",0.00336078,200,0.04
"flexmix",0.01176378,200,0.04
"DCEM",0.014165591,200,0.04
"GMKMcharlie",0.003766049,200,0.04
"mclust",0.001180101,200,0.04
"RGMMBench",0.016418294,200,0.04
"mixtools",0.002341639,200,0.04
"Rmixmod",0.00549033,200,0.04
"otrimle",0.427857262,200,0.04
"EMCluster",0.001712219,200,0.04
"bgmm",0.00330798,200,0.04
"flexmix",0.01152945,200,0.04
"DCEM",0.014072277,200,0.04
"GMKMcharlie",0.003404641,200,0.04
"mclust",0.002574756,200,0.04
"RGMMBench",0.015563882,200,0.04
"mixtools",0.002151122,200,0.04
"Rmixmod",0.003921401,200,0.04
"otrimle",0.39798391,200,0.04
"EMCluster",0.001733791,200,0.04
"bgmm",0.00334998,200,0.04
"flexmix",0.011297827,200,0.04
"DCEM",0.013895725,200,0.04
"GMKMcharlie",0.004568674,200,0.04
"mclust",0.001182576,200,0.04
"RGMMBench",0.015857552,200,0.04
"mixtools",0.002287377,200,0.04
"Rmixmod",0.003619414,200,0.04
"otrimle",0.422798772,200,0.04
"EMCluster",0.001687254,200,0.04
"bgmm",0.003294635,200,0.04
"flexmix",0.011118481,200,0.04
"DCEM",0.01440492,200,0.04
"GMKMcharlie",0.003154233,200,0.04
"mclust",0.000927519,200,0.04
"RGMMBench",0.015743809,200,0.04
"mixtools",0.002284111,200,0.04
"Rmixmod",0.003485903,200,0.04
"otrimle",0.389193083,200,0.04
"EMCluster",0.001811104,200,0.04
"bgmm",0.004092581,200,0.04
"flexmix",0.014801835,200,0.04
"DCEM",0.016691316,200,0.04
"GMKMcharlie",0.003944074,200,0.04
"mclust",0.001187917,200,0.04
"RGMMBench",0.016579405,200,0.04
"mixtools",0.002617176,200,0.04
"Rmixmod",0.003806013,200,0.04
"otrimle",0.439831145,200,0.04
"EMCluster",0.001752325,200,0.04
"bgmm",0.003641656,200,0.04
"flexmix",0.012640251,200,0.04
"DCEM",0.014108835,200,0.04
"GMKMcharlie",0.003992243,200,0.04
"mclust",0.001180944,200,0.04
"RGMMBench",0.015652017,200,0.04
"mixtools",0.002257151,200,0.04
"Rmixmod",0.004004736,200,0.04
"otrimle",0.435081471,200,0.04
"EMCluster",0.001773624,200,0.04
"bgmm",0.003428737,200,0.04
"flexmix",0.012626356,200,0.04
"DCEM",0.014256732,200,0.04
"GMKMcharlie",0.003663226,200,0.04
"mclust",0.00098704,200,0.04
"RGMMBench",0.015632822,200,0.04
"mixtools",0.002182501,200,0.04
"Rmixmod",0.004033721,200,0.04
"otrimle",0.430464618,200,0.04
"EMCluster",0.001661696,200,0.04
"bgmm",0.003240384,200,0.04
"flexmix",0.011658152,200,0.04
"DCEM",0.013926664,200,0.04
"GMKMcharlie",0.003418057,200,0.04
"mclust",0.001049517,200,0.04
"RGMMBench",0.015942401,200,0.04
"mixtools",0.002154458,200,0.04
"Rmixmod",0.003824238,200,0.04
"otrimle",0.410467819,200,0.04
"EMCluster",0.001658128,200,0.04
"bgmm",0.003281971,200,0.04
"flexmix",0.011526525,200,0.04
"DCEM",0.014125747,200,0.04
"GMKMcharlie",0.003363204,200,0.04
"mclust",0.001100022,200,0.04
"RGMMBench",0.01569663,200,0.04
"mixtools",0.002130534,200,0.04
"Rmixmod",0.00356937,200,0.04
"otrimle",0.417318097,200,0.04
"EMCluster",0.001658619,200,0.04
"bgmm",0.003423528,200,0.04
"flexmix",0.011773467,200,0.04
"DCEM",0.014344226,200,0.04
"GMKMcharlie",0.003488929,200,0.04
"mclust",0.001064765,200,0.04
"RGMMBench",0.015755281,200,0.04
"mixtools",0.002128239,200,0.04
"Rmixmod",0.004173714,200,0.04
"otrimle",0.405981069,200,0.04
"EMCluster",0.0016477,200,0.04
"bgmm",0.003280429,200,0.04
"flexmix",0.011744503,200,0.04
"DCEM",0.014028965,200,0.04
"GMKMcharlie",0.003354317,200,0.04
"mclust",0.001025362,200,0.04
"RGMMBench",0.015711329,200,0.04
"mixtools",0.002115616,200,0.04
"Rmixmod",0.003983998,200,0.04
"otrimle",0.427106285,200,0.04
"EMCluster",0.001661525,200,0.04
"bgmm",0.004096669,200,0.04
"flexmix",0.013858555,200,0.04
"DCEM",0.015561247,200,0.04
"GMKMcharlie",0.00383089,200,0.04
"mclust",0.001060187,200,0.04
"RGMMBench",0.016323767,200,0.04
"mixtools",0.002424403,200,0.04
"Rmixmod",0.005307248,200,0.04
"otrimle",0.419696646,200,0.04
"EMCluster",0.001715435,200,0.04
"bgmm",0.004201285,200,0.04
"flexmix",0.015228754,200,0.04
"DCEM",0.017465666,200,0.04
"GMKMcharlie",0.004003945,200,0.04
"mclust",0.001249432,200,0.04
"RGMMBench",0.015547903,200,0.04
"mixtools",0.002414376,200,0.04
"Rmixmod",0.00380457,200,0.04
"otrimle",0.383238131,200,0.04
"EMCluster",0.001646276,200,0.04
"bgmm",0.003308993,200,0.04
"flexmix",0.011151182,200,0.04
"DCEM",0.014144071,200,0.04
"GMKMcharlie",0.003510931,200,0.04
"mclust",0.001029069,200,0.04
"RGMMBench",0.0159789,200,0.04
"mixtools",0.002151133,200,0.04
"Rmixmod",0.003742856,200,0.04
"otrimle",0.390288926,200,0.04
"EMCluster",0.001729612,200,0.04
"bgmm",0.003817795,200,0.04
"flexmix",0.014218972,200,0.04
"DCEM",0.015880055,200,0.04
"GMKMcharlie",0.003598305,200,0.04
"mclust",0.001071649,200,0.04
"RGMMBench",0.01629854,200,0.04
"mixtools",0.002348232,200,0.04
"Rmixmod",0.004680122,200,0.04
"otrimle",0.378635365,200,0.04
"EMCluster",0.001607784,200,0.04
"bgmm",0.003522203,200,0.04
"flexmix",0.011536203,200,0.04
"DCEM",0.014107792,200,0.04
"GMKMcharlie",0.003395364,200,0.04
"mclust",0.001062813,200,0.04
"RGMMBench",0.015545276,200,0.04
"mixtools",0.002427471,200,0.04
"Rmixmod",0.003594087,200,0.04
"otrimle",0.407260778,200,0.04
"EMCluster",0.001657136,200,0.04
"bgmm",0.003251314,200,0.04
"flexmix",0.01126838,200,0.04
"DCEM",0.013849409,200,0.04
"GMKMcharlie",0.003382139,200,0.04
"mclust",0.001213505,200,0.04
"RGMMBench",0.01546113,200,0.04
"mixtools",0.002086772,200,0.04
"Rmixmod",0.003647669,200,0.04
"otrimle",0.43366096,200,0.04
"EMCluster",0.001667425,200,0.04
"bgmm",0.003411755,200,0.04
"flexmix",0.01191891,200,0.04
"DCEM",0.014315662,200,0.04
"GMKMcharlie",0.003417214,200,0.04
"mclust",0.001081377,200,0.04
"RGMMBench",0.015811616,200,0.04
"mixtools",0.002257291,200,0.04
"Rmixmod",0.004452526,200,0.04
"otrimle",0.381260606,200,0.04
"EMCluster",0.001674609,200,0.04
"bgmm",0.003363865,200,0.04
"flexmix",0.011935081,200,0.04
"DCEM",0.014262392,200,0.04
"GMKMcharlie",0.003448304,200,0.04
"mclust",0.001083621,200,0.04
"RGMMBench",0.015761052,200,0.04
"mixtools",0.002303548,200,0.04
"Rmixmod",0.003738447,200,0.04
"otrimle",0.422123005,200,0.04
"EMCluster",0.001660552,200,0.04
"bgmm",0.004085347,200,0.04
"flexmix",0.012949442,200,0.04
"DCEM",0.01481532,200,0.04
"GMKMcharlie",0.003593726,200,0.04
"mclust",0.001056871,200,0.04
"RGMMBench",0.016131406,200,0.04
"mixtools",0.002526767,200,0.04
"Rmixmod",0.004995153,200,0.04
"otrimle",0.420843075,200,0.04
"EMCluster",0.001731125,200,0.04
"bgmm",0.003413238,200,0.04
"flexmix",0.011947534,200,0.04
"DCEM",0.014296056,200,0.04
"GMKMcharlie",0.003698141,200,0.04
"mclust",0.001079424,200,0.04
"RGMMBench",0.015984701,200,0.04
"mixtools",0.002201006,200,0.04
"Rmixmod",0.003539575,200,0.04
"otrimle",0.425531413,200,0.04
"EMCluster",0.001662247,200,0.04
"bgmm",0.003351242,200,0.04
"flexmix",0.011472103,200,0.04
"DCEM",0.01395143,200,0.04
"GMKMcharlie",0.003579089,200,0.04
"mclust",0.001151888,200,0.04
"RGMMBench",0.015892127,200,0.04
"mixtools",0.002149018,200,0.04
"Rmixmod",0.003820481,200,0.04
"otrimle",0.427465117,200,0.04
"EMCluster",0.001672596,200,0.04
"bgmm",0.003296499,200,0.04
"flexmix",0.011439302,200,0.04
"DCEM",0.013902278,200,0.04
"GMKMcharlie",0.003417495,200,0.04
"mclust",0.001032856,200,0.04
"RGMMBench",0.015454436,200,0.04
"mixtools",0.002148027,200,0.04
"Rmixmod",0.00381987,200,0.04
"otrimle",0.424615617,200,0.04
"EMCluster",0.001564454,200,0.04
"bgmm",0.003156266,200,0.04
"flexmix",0.011330267,200,0.04
"DCEM",0.014151826,200,0.04
"GMKMcharlie",0.003219034,200,0.04
"mclust",0.000974126,200,0.04
"RGMMBench",0.015793141,200,0.04
"mixtools",0.002036066,200,0.04
"Rmixmod",0.00338198,200,0.04
"otrimle",0.418335064,200,0.04
"EMCluster",0.001669098,200,0.04
"bgmm",0.004028441,200,0.04
"flexmix",0.014012784,200,0.04
"DCEM",0.016643105,200,0.04
"GMKMcharlie",0.003769966,200,0.04
"mclust",0.001177557,200,0.04
"RGMMBench",0.017012647,200,0.04
"mixtools",0.002607679,200,0.04
"Rmixmod",0.005406132,200,0.04
"otrimle",0.41488573,200,0.04
"EMCluster",0.001662896,200,0.04
"bgmm",0.003355339,200,0.04
"flexmix",0.01161969,200,0.04
"DCEM",0.014492624,200,0.04
"GMKMcharlie",0.003435048,200,0.04
"mclust",0.001007078,200,0.04
"RGMMBench",0.015934006,200,0.04
"mixtools",0.002210784,200,0.04
"Rmixmod",0.003570542,200,0.04
"otrimle",0.430152174,200,0.04
"EMCluster",0.001539226,200,0.04
"bgmm",0.00317429,200,0.04
"flexmix",0.011137015,200,0.04
"DCEM",0.013896517,200,0.04
"GMKMcharlie",0.00316888,200,0.04
"mclust",0.00097108,200,0.04
"RGMMBench",0.015663618,200,0.04
"mixtools",0.002038861,200,0.04
"Rmixmod",0.003356731,200,0.04
"otrimle",0.420956758,200,0.04
"EMCluster",0.001565554,200,0.04
"bgmm",0.003165674,200,0.04
"flexmix",0.011207036,200,0.04
"DCEM",0.014296818,200,0.04
"GMKMcharlie",0.003203445,200,0.04
"mclust",0.001549875,200,0.04
"RGMMBench",0.015764328,200,0.04
"mixtools",0.002093845,200,0.04
"Rmixmod",0.003446069,200,0.04
"otrimle",0.429726965,200,0.04
"EMCluster",0.001762835,200,0.04
"bgmm",0.003554773,200,0.04
"flexmix",0.012792738,200,0.04
"DCEM",0.014068389,200,0.04
"GMKMcharlie",0.004094826,200,0.04
"mclust",0.00114704,200,0.04
"RGMMBench",0.015520662,200,0.04
"mixtools",0.002298268,200,0.04
"Rmixmod",0.003908817,200,0.04
"otrimle",0.404324194,200,0.04
"EMCluster",0.001678396,200,0.04
"bgmm",0.003217611,200,0.04
"flexmix",0.01143327,200,0.04
"DCEM",0.014048461,200,0.04
"GMKMcharlie",0.003506171,200,0.04
"mclust",0.001001628,200,0.04
"RGMMBench",0.015461761,200,0.04
"mixtools",0.002210133,200,0.04
"Rmixmod",0.003623751,200,0.04
"otrimle",0.436170414,200,0.04
"EMCluster",0.001710477,200,0.04
"bgmm",0.003317319,200,0.04
"flexmix",0.011694429,200,0.04
"DCEM",0.014961152,200,0.04
"GMKMcharlie",0.003429328,200,0.04
"mclust",0.001049116,200,0.04
"RGMMBench",0.015746204,200,0.04
"mixtools",0.002312485,200,0.04
"Rmixmod",0.003709613,200,0.04
"otrimle",0.42809093,200,0.04
"EMCluster",0.001758536,200,0.04
